"id","collection_folder_id","user_id","collection_name","is_private","is_public","is_shared","is_group","is_analysis","created_at","shared_by","active_shared","folder_size","upload_token"
"5558f0a0-c5ba-45bf-9fb4-78b4998723da","c8035fc3-24ac-4bb2-b44d-8b92287e5918","5c427b8e-b7e8-4731-8f7c-3a88d69829b2","Collection vide","1","0","0","0","0","2024-07-26 09:35:10",NULL,"0","0","0"
"5587bcef-5bc4-4340-9d8a-09947f8afd64","3ebe20e2-bcc1-4594-8a0b-1f34d32433cc","77e6314c-94ea-4728-8b5f-3f20b6c3356e","R1 TGT","1","0","0","0","0","2024-07-16 11:52:06",NULL,"0","0",NULL
"56ff0c08-0c24-49b5-9dfc-6e4adaa64d6a","eee3fd8d-b658-43f7-8a74-d564f1d7ed66","7aa77b88-afc6-11ee-b485-9616de9ca6c5","llm","1","0","0","0",NULL,"2024-01-25 14:00:08",NULL,NULL,NULL,NULL
"585990a6-b269-422a-ae63-50132a7cf6f6","cd8e8535-1983-462b-a0a4-b832c93d89ac","0f3f0760-1446-11ef-be9a-0242c0a81005","Code du commerce","1","0","0","0","0","2024-06-07 13:52:59",NULL,"0",NULL,NULL
"59335b13-839d-4b81-944c-22693409d237","480dc0b1-dbdb-43c0-9525-de020dfa040b","a68b20a3-58e6-4dbd-b83e-2763c5148896","Sortie CAM","1","0","0","0","0","2024-06-17 07:41:36",NULL,"0",NULL,NULL
"5a1331df-8d97-4517-a60f-7a32c4d5a63e","840ff6ad-da3a-4fc5-b0b1-a870ae5d4330","850e90c6-cf06-41e5-92ac-f7ef32f3d67e","Onboardings mA","1","0","0","0","0","2024-07-08 11:55:24",NULL,"0",NULL,NULL
"5ada4510-5f79-4d29-9a47-40cff3d90dc2","f636b782-1ad3-4f9e-a4b3-6777c5914591","d4da9920-fbeb-11ee-8e00-0242c0a81002","YT","1","0","1","0","0","2024-08-01 15:03:18",NULL,"0","0","0"
"5be56452-1387-4d2f-a485-b33c4bfe8e8b","ac582f11-33ce-46f8-8d16-143a34ea3824","850e90c6-cf06-41e5-92ac-f7ef32f3d67e","axa2","1","0","0","0","0","2024-04-16 11:16:36",NULL,"0",NULL,NULL
"5c21c51b-2c92-48dc-89f4-8d67a29c8548","675284af-b436-4014-97c1-76927430ccc5","8dab84f4-1805-49f9-bb0c-02849b3374e0","YT","1","0","1","0","0","2024-08-01 15:01:31",NULL,"0","0","0"
"5c8daf09-db38-4532-990f-682f4efa9ec6","3db2b4a9-0579-4ab5-bbef-da78810b5ad6","7aa77b88-afc6-11ee-b485-9616de9ca6c5","sediver","1","0","0","0","0","2024-02-26 09:09:03",NULL,NULL,NULL,NULL
"5d3394ce-c0e6-48fe-b05a-f2c6707b571c","89ef10c4-7c98-4e99-9ea2-ea47b7236b82","850e90c6-cf06-41e5-92ac-f7ef32f3d67e","Omexom4","1","0","0","0","0","2024-04-09 16:22:35",NULL,"0",NULL,NULL
"5d395519-c82e-462a-b38c-42ef69b22473","bc9913b7-598c-41fa-bbf3-d07f2b8aff73","129f3f21-9a13-4671-a049-cb58840d7779","BPF","1","0","0","0","0","2024-07-08 14:37:37",NULL,"0",NULL,NULL
"5da66891-11aa-4bae-bfde-7c5117754baf","25d5aee3-225d-44ad-a156-a8bda4a8a1af","850e90c6-cf06-41e5-92ac-f7ef32f3d67e","Tour de France","1","0","0","0","0","2024-07-25 09:45:27",NULL,"0","0","0"
"5e39bb9f-79cb-425b-ab0c-579d89c0f4c2","351fd4ea-3b0b-4594-b94f-c405e47ae41f","2e0b8ae4-c030-11ee-9b54-0242c0a81004","app mobile ostie ","1","0","0","0","0","2024-04-22 08:45:45",NULL,"0",NULL,NULL
"600be403-9348-4307-9509-5c2de57fdcc1","888bc0dc-5e2e-4eac-b2c1-5146fa26b169","129f3f21-9a13-4671-a049-cb58840d7779","HSE","1","0","0","0","0","2024-07-11 11:38:01",NULL,"0","0",NULL
"63496d3d-9289-4b9c-8293-5c0a624387a3","02f869c4-04fc-46ac-b3ae-988d3c3ed9ad","a68b20a3-58e6-4dbd-b83e-2763c5148896","Indicateurs","1","0","0","0","0","2024-06-17 07:35:30",NULL,"0",NULL,NULL
"65ac3e99-14c6-4529-b27b-0b5a037a310d","cb755bdc-2aff-4bea-8fee-8d52814eddbd","f6d12c1b-1456-11ef-be9a-0242c0a81005","Efficacité personnel","1","0","0","0","0","2024-07-23 07:39:16",NULL,"0","0",NULL
"65c14aec-2d3e-4c41-8046-d6d8163f3196","2b831c8b-6aab-4c3d-8879-816baacbc37a","2e0b8ae4-c030-11ee-9b54-0242c0a81004","Ostie2","1","0","0","0","0","2024-04-04 08:07:45",NULL,"0",NULL,NULL
"65f6410d-426d-47ed-8109-eba97f153df0","26066969-ec1f-40ee-9510-120873c92f35","2a4c4aca-bb67-4aa0-8411-b104fcd3d7ec","Idéation IA","1","0","0","0","0","2024-06-25 09:23:29",NULL,"0",NULL,NULL
"6735284c-e0d9-459a-af26-51d734cd0264","893bfc9d-c21a-4927-8b3c-a9c71a84509d","2e0b8ae4-c030-11ee-9b54-0242c0a81004","ostie mobile","1","0","0","0","0","2024-06-06 15:27:44",NULL,"0",NULL,NULL
"682a3a06-a4c9-4e79-951e-545390887c8c","77d2b16c-23a3-40c4-9613-16bde2f15ac5","ee71a667-62ee-4866-9c5b-9842e7822f4b","Sortie contre avis","1","0","0","0","0","2024-06-25 07:52:07",NULL,"0",NULL,NULL
"6916a882-1249-4afd-8097-13a58013accb","185bc1ab-afd7-4bea-a284-f5d89652e748","77e6314c-94ea-4728-8b5f-3f20b6c3356e","pharmastrat2","1","0","0","0","0","2024-06-06 20:34:25",NULL,"0",NULL,NULL
"69dd5ef2-96b5-4577-b42b-c560efba39c9","91502862-ec76-45fd-a8f5-d452525b94b0","f38d5e2e-527c-46df-b171-3bc6c5ec2dd0","AUDIOS","1","0","0","0","0","2024-07-25 07:54:38",NULL,"0","0","0"
